"_defaultColorIndex","id","loss","name","time_step"
"1","r8dg7ji6","0.0008616455015726388","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","0"
"1","r8dg7ji6","0.001446010428480804","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","1"
"1","r8dg7ji6","0.0027079565916210413","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","2"
"1","r8dg7ji6","0.005497037898749113","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","3"
"1","r8dg7ji6","0.011071876622736454","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","4"
"1","r8dg7ji6","0.022561436519026756","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","5"
"1","r8dg7ji6","0.04264448210597038","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","6"
"1","r8dg7ji6","0.06939467787742615","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","7"
"1","r8dg7ji6","0.09646498411893845","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","8"
"1","r8dg7ji6","0.13312725722789764","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","9"
"1","r8dg7ji6","0.19078314304351807","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","10"
"1","r8dg7ji6","0.24582010507583618","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","11"
"1","r8dg7ji6","0.26908865571022034","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","12"
"1","r8dg7ji6","0.25993940234184265","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","13"
"1","r8dg7ji6","0.24212278425693512","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","14"
"1","r8dg7ji6","0.2467738687992096","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","15"
"1","r8dg7ji6","0.2864234149456024","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","16"
"1","r8dg7ji6","0.34768790006637573","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","17"
"1","r8dg7ji6","0.44802308082580566","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","18"
"1","r8dg7ji6","0.5435166358947754","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","19"
"1","r8dg7ji6","0.6530967354774475","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","20"
"1","r8dg7ji6","0.741898238658905","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","21"
"1","r8dg7ji6","0.8127560615539551","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","22"
"1","r8dg7ji6","0.8463744521141052","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","23"
"1","r8dg7ji6","0.8921383023262024","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","24"
"1","r8dg7ji6","0.9814530611038208","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","25"
"1","r8dg7ji6","1.0467950105667114","turbulent_radiative_layer_2D-unet_convnext-UNetConvNext-0.0005","26"
